query_id,query,standard_code,pair_type,pretrained_score,head_only_score,partial_last4_score,head_minus_pretrained,partial_minus_pretrained,partial_minus_head
natural_holdout_01,I need UPVC fittings for drainage pipes in a building.,IS 14735: 1999,easy_positive,-1.073403239250183,-2.154780864715576,-1.020564079284668,-1.081377625465393,0.05283915996551514,1.1342167854309082
natural_holdout_01,I need UPVC fittings for drainage pipes in a building.,IS 1592: 2003,material_application_confusion,-4.9758477210998535,-6.24629545211792,-4.480434417724609,-1.2704477310180664,0.49541330337524414,1.7658610343933105
natural_holdout_01,I need UPVC fittings for drainage pipes in a building.,IS 11925: 1986,material_application_confusion,-3.9264700412750244,-5.21514892578125,-3.3610827922821045,-1.2886788845062256,0.5653872489929199,1.8540661334991455
natural_holdout_02,I need insulation for hot pipes.,IS 9537 (Part 1): 1980,part_variant_confusion,-4.981791973114014,-6.251230716705322,-4.49143648147583,-1.2694387435913086,0.4903554916381836,1.7597942352294922
natural_holdout_02,I need insulation for hot pipes.,IS 10292: 1988,material_application_confusion,-8.642385482788086,-9.123894691467285,-8.561502456665039,-0.4815092086791992,0.08088302612304688,0.5623922348022461
natural_holdout_02,I need insulation for hot pipes.,IS 12427: 2001,material_application_confusion,-9.454667091369629,-9.645227432250977,-9.583465576171875,-0.19056034088134766,-0.1287984848022461,0.06176185607910156
natural_holdout_03,I need cement that gains strength quickly.,IS 10292: 1988,same_product_hard_negative,-9.334870338439941,-9.5736665725708,-9.539137840270996,-0.23879623413085938,-0.2042675018310547,0.03452873229980469
natural_holdout_03,I need cement that gains strength quickly.,IS 6623: 2004,cross_product_lexical_trap,-9.47124195098877,-9.65362548828125,-9.582454681396484,-0.18238353729248047,-0.11121273040771484,0.07117080688476562
natural_holdout_03,I need cement that gains strength quickly.,IS 12269: 1987,same_product_hard_negative,-5.783162593841553,-6.9649977684021,-5.235698699951172,-1.1818351745605469,0.5474638938903809,1.7292990684509277
natural_holdout_04,I need washers for bolts.,IS 2016: 1967,easy_positive,1.6674023866653442,0.9549735188484192,1.7883219718933105,-0.712428867816925,0.12091958522796631,0.8333484530448914
natural_holdout_04,I need washers for bolts.,IS 5374: 1975,same_product_hard_negative,1.6964315176010132,0.9882047772407532,1.8164215087890625,-0.70822674036026,0.11998999118804932,0.8282167315483093
natural_holdout_04,I need washers for bolts.,IS 5373: 1969,material_application_confusion,2.1508185863494873,1.5080488920211792,2.2563960552215576,-0.6427696943283081,0.10557746887207031,0.7483471632003784
natural_holdout_05,I need a stop valve for a water pipeline.,IS 9338: 1984,easy_positive,1.0460745096206665,0.24423043429851532,1.0911016464233398,-0.8018440753221512,0.04502713680267334,0.8468712121248245
natural_holdout_05,I need a stop valve for a water pipeline.,IS 9758: 1981,material_application_confusion,-0.29280057549476624,-1.2771555185317993,-0.3476978838443756,-0.9843549430370331,-0.054897308349609375,0.9294576346874237
natural_holdout_05,I need a stop valve for a water pipeline.,IS 781: 1984,function_confusion,-0.8249109387397766,-1.8760956525802612,-0.8174225091934204,-1.0511847138404846,0.007488429546356201,1.0586731433868408
unseen_holdout_01,I need GRP pipes for water supply.,IS 12709: 1994,easy_positive,-0.4696202874183655,-1.4765230417251587,-0.509428858757019,-1.0069027543067932,-0.039808571338653564,0.9670941829681396
unseen_holdout_01,I need GRP pipes for water supply.,IS 14402: 1996,function_confusion,0.18286490440368652,-0.7389652132987976,0.12757906317710876,-0.9218301177024841,-0.05528584122657776,0.8665442764759064
unseen_holdout_01,I need GRP pipes for water supply.,IS 4984: 1995,material_application_confusion,-4.124809741973877,-5.413737773895264,-3.5856575965881348,-1.2889280319213867,0.5391521453857422,1.828080177307129
unseen_holdout_02,I need a valve to reduce water pressure at home.,IS 9739: 1981,easy_positive,1.927595853805542,1.252731442451477,2.039585590362549,-0.6748644113540649,0.11198973655700684,0.7868541479110718
unseen_holdout_02,I need a valve to reduce water pressure at home.,IS 13114: 1991,function_confusion,-5.674201488494873,-6.8736748695373535,-5.138712406158447,-1.1994733810424805,0.5354890823364258,1.7349624633789062
unseen_holdout_02,I need a valve to reduce water pressure at home.,IS 778: 1984,function_confusion,-4.8998236656188965,-6.173769474029541,-4.407949924468994,-1.2739458084106445,0.49187374114990234,1.7658195495605469
unseen_holdout_03,I need white cement for finishing work.,IS 8042: 1989,easy_positive,-5.711089611053467,-6.904823303222656,-5.1706624031066895,-1.1937336921691895,0.5404272079467773,1.7341609001159668
unseen_holdout_03,I need white cement for finishing work.,IS 9743: 1990,cross_product_lexical_trap,-5.515118598937988,-6.736734867095947,-4.9940009117126465,-1.221616268157959,0.5211176872253418,1.7427339553833008
unseen_holdout_03,I need white cement for finishing work.,IS 7319: 1974,cross_product_lexical_trap,-9.394440650939941,-9.610091209411621,-9.568254470825195,-0.2156505584716797,-0.1738138198852539,0.04183673858642578
unseen_holdout_04,I need strong bolts for a steel structure.,IS 3757: 1985,easy_positive,2.9124248027801514,2.377889394760132,2.8884615898132324,-0.5345354080200195,-0.023963212966918945,0.5105721950531006
unseen_holdout_04,I need strong bolts for a steel structure.,IS 12427: 2001,same_product_hard_negative,-2.8685414791107178,-4.131438255310059,-2.3958160877227783,-1.2628967761993408,0.47272539138793945,1.7356221675872803
unseen_holdout_04,I need strong bolts for a steel structure.,IS 5374: 1975,same_product_hard_negative,-8.99694538116455,-9.358603477478027,-9.180377960205078,-0.36165809631347656,-0.18343257904052734,0.17822551727294922
unseen_holdout_05,I need foam insulation for thermal protection.,IS 12436: 1988,easy_positive,-0.3682268261909485,-1.362258791923523,-0.4189542233943939,-0.9940319657325745,-0.050727397203445435,0.943304568529129
unseen_holdout_05,I need foam insulation for thermal protection.,IS 13204: 1991,same_product_hard_negative,0.8591703176498413,0.030733518302440643,0.8777718544006348,-0.8284367993474007,0.018601536750793457,0.8470383360981941
unseen_holdout_05,I need foam insulation for thermal protection.,IS 9537 (Part 1): 1980,part_variant_confusion,-4.801520824432373,-6.08008337020874,-4.299490451812744,-1.2785625457763672,0.5020303726196289,1.780592918395996
fc_eval_0001,"Need cement standard for Requirements regarding material, sizes, construction, workmanship, finish, inspection and testing of timber door shutters with timber, plywood, blockboard, veneered particle board, asbestos cement sheet, wire guage and g",IS 1003 (Part 1): 2003,easy_positive,5.450589656829834,5.2703537940979,5.084672927856445,-0.1802358627319336,-0.36591672897338867,-0.18568086624145508
